pid,title,catalog_course_id,description,academic_level,credits,date_start,online_offering,campus_offering,subject_code
N1SG51LKl,Advanced Multiplatform Design,GRA451,"Develop practical application and techniques of visual design necessary for multiple web platforms including mobile, smartphone, and desktop. Topics covered include effective user interface design principles and navigation for various platforms, the development process for responsive design, and technical components that are platform-independent.",Undergraduate,3,2017-03-13,1,0,GRA
41UzckLKx,User Interface and Experience,GRA470,"This course focuses on user experience, user interface design, and user-centered design concepts. Students will examine the use of advanced prototyping tools and techniques. Students will also learn aspects of usability testing. Students will go through the process of designing digital experiences that reflect principles of user experience and user-centered design.",Undergraduate,3,2022-07-01,1,1,GRA
4klyJVS5Yx,Graphic Design Internship,GRA490,"Students may use three, six or 12 credit hours of free electives for placement in a supervised, career-related work experience. Students report on the experience as required by the internship syllabus. The Career Development Center administers the experience and the program coordinator/department chair provides the academic evaluation.",Undergraduate,0,2005-01-01,0,1,GRA
Nydf5JLYe,Graphic Design Portfolio,GRA491,"The graphic design portfolio course will provide students with a comprehensive development opportunity to showcase their professional design work, establish a branded identity as a working professional, and engage in peer and professional critiques of design work in preparation for formal employment and contract interviews. Students will create both digital and print portfolios that demonstrate their competencies in the graphic design and media arts program outcomes.",Undergraduate,3,2015-12-07,1,0,GRA
N1URrvGNb,Game Art and Development Capstone,GRA492,"This capstone course is the culminating experience for the B.A. in Game Art and Development program. The aim of the capstone is to assess students' ability to synthesize and integrate the knowledge and skills they have developed throughout their coursework, rather than introducing new concepts. This course is structured to support student success in fulfilling program requirements.",Undergraduate,3,2020-03-10,1,0,GRA
HylBFt7RP,Graphic Design Culmination Experience I,GRA497,Graphic Design Culmination Experience I will allow students the opportunity to design and implement a substantial culminating project directly related to future professional or educational goals. This is part one of a two-term sequence.,Undergraduate,3,2022-07-01,0,1,GRA
BkDqFYmRw,Graphic Design Culmination Experience II,GRA498,Graphic Design Culmination Experience II will allow students the opportunity to continue to design and implement a substantial culminating project directly related to future professional or educational goals. Students will present and defend their capstone project alongside a portfolio of their work as part of this course. This is part two of a two-term sequence.,Undergraduate,3,2022-07-01,0,1,GRA
r1kt0du-L,Personal Branding and Self Promotion,GRA499,"In this course, students will apply the skills developed throughout the program to build an identity system and portfolio that will allow for showcasing work and promoting their personal brand. Students will prepare to enter the field through self-evaluation and developing skills needed to apply for job positions. Students will also have the opportunity to examine the elements of a project proposal from the freelancing perspective, and apply their personal brand to a project proposal.",Undergraduate,3,2022-07-01,1,0,GRA
SkYY3AUcW,Introduction to Women's Studies,GST100,"This course introduces students to Women’s Studies—an interdisciplinary field of study that centers gender as an important site of critical inquiry. Rooted in feminist philosophy, this course will use a wide range of interdisciplinary concepts, tools, and methods to ask questions about women’s inequality, intersectional identities, and the movements organized to support the rights of women and the freedom of all people. This course will consider these essential questions through a variety of disciplines and lenses including but not limited to history, economics, literature, religion, fine arts, technology, politics, and sociology.
",Undergraduate,3,2017-11-01,0,1,GST
H1WuGRa_7,Gender and Text,GST247,"This course examines gender in and through literary texts, and considers the ways in which categories of sexuality, sex, race, class, ethnicity, nationality, religion, and other factors influence writers’ depictions of gender.  The course analyzes historical conditions relevant to gender studies, and may address social and theoretical topics such as women’s suffrage, feminisms, third-world feminism, the LGBT and LGBTQ communities, and queer theory.  The course analyzes these topics through the lens of literature and asks: how is gender represented in literary texts? how do literary texts not only replicate but sometimes contest or imagine new realities for gendered subjects? what does it mean to write as a gendered subject?",Undergraduate,3,2018-12-27,0,1,GST
HkZV7SYFQ,Family and Culture,GST260,"This course considers how family and culture influence child development including family structures, sibling relationships, parenting behaviors, children's special needs, family violence, diversity in educational settings and the relations between family and community. Students explore their own and other's cultural influences through the lens of diverse cultural perspectives.  The challenges faced by children and families from a variety of cultures and socio-economic backgrounds including communication, interaction, education, and societal norms will be examined from the role of the practitioner.  Research informs student projects in which a particular aspect of culture is studied in depth.  Ten hours of field experience is included.",Undergraduate,3,2018-12-27,0,1,GST
H1NDyCT_X,Gender and Film,GST302,"This course will undertake a comprehensive and chronological history of gendered representations on the screen. We will begin in the turn-of-the twentieth century silent era with ""damsels in distress,"" and we will conclude with twenty-first century films that address the continuing and global struggle for gender equality. In between we will cover such subjects as: ""The New Woman"" of the 1920s; pioneering films exploring lesbian, gay, and transgender issues which date back to the 1930s; femme fatales in film noir; and male filmic stereotypes such as the cowboy. This will be achieved through screenings, readings, lectures, active discussions, and presentations.",Undergraduate,3,2018-12-27,0,1,GST
HJC-ECT_7,Social Development: Child and Adolescent,GST319,"The purpose of this course is to expose students to theory and research concerning infant's, children's, and adolescent's social and personality development.  This course will focus on how individuals become members of their social world, including how we conceptualize the social world, interact with parents and caretakers, develop social relationships with peers, and interpret, analyze, and respond to cultural messages and ideologies.  We will discuss these issues through analysis of the theoretical and research literature.",Undergraduate,3,2021-07-01,0,1,GST
HyOAoHb-Q,Gender and Sport,GST335,"Students will draw from integral theory to critically examine the behaviors, culture, structures and systems that shape the relationship between gender and sport and reinforce gender differences and existing inequality. Students will also create potential strategies for restructuring sport as a more equitable and empowering institution for all genders. ",Undergraduate,3,2018-08-29,0,1,GST
SkkPu-hOm,"Women, Art and Society",GST380,"This course explores the nature of gendered representation in the history of art from the Renaissance to the present.  While the primary focus will be on the representation of women and the work of women artists, the construction of masculinity in the arts will also be addressed. Art will be examined in relation to its political, social, economic, and religious context to establish the broader implications of these visual documents.  The student will gain a broadly inclusive understanding of the Western artist tradition as well as sensitivity to gender issues and the gendered nature of representation.",Undergraduate,3,2018-12-27,0,1,GST
HyPVpegMm,Fundamentals of Planning in Healthcare,HCM202,"In this course, learners will create a community health assessment.  Learners will conduct analysis using industry tools to evaluate trends in healthcare.  They will also apply effective strategies to a healthcare project planning initiative. This course is currently available for direct assessment programs only.",Undergraduate,3,2018-07-02,1,0,HCM
4J4cjkIYg,Medical Terminology,HCM205,"Explore effective and professional communication in a variety of healthcare settings. Learn the rules for building and defining medical terms, the correct pronunciation and spelling of medical terms, and the application of medical terminology as it relates to each body system. Evaluate various types of medical records and reports, and learn the skills needed to read and interpret them. Apply the application of medical terminology as it relates to the clinical world through various activities.",Undergraduate,3,2017-03-13,1,0,HCM
HkRgzh9ZX,Law and Ethics in Healthcare,HCM210,This course focuses on analyzing the legal implications of various healthcare entities. Students analyze the impact of codes of ethics on healthcare organizations. Students also assess the impact of healthcare ethics on the end of life decision making process.  This course is currently available for direct assessment programs only.,Undergraduate,3,2018-07-02,1,0,HCM
S1-DznqWQ,Healthcare Delivery,HCM220,"In this course, students analyze how staffing needs are determined for healthcare organizations. Students evaluate the impact of technology on healthcare delivery.  Students will be able to describe the roles of various departments involved in the delivery of healthcare.  This course is currently available for direct assessment programs only.",Undergraduate,3,2018-07-02,1,0,HCM
BJh9f3q-Q,Emergency Management in Healthcare,HCM300,"
In this course, learners will analyze public disaster management concepts for determining how they influence healthcare management practices. They will determine the scope of emergency preparedness and will create an emergency preparedness plan for a healthcare organization. This course is currently available for direct assessment programs only.
",Undergraduate,3,2018-07-02,1,0,HCM
H1nY3ggzQ,Healthcare Management Strategies,HCM301,Students describes how strategic planning informs decision making in healthcare organizations. s use assessment tools to develop leaders in the workplace. They also demonstrate the manager’s role in the change management process in an organization.  This course is currently available for direct assessment programs only.,Undergraduate,3,2018-07-02,1,0,HCM
SJcf739Zm,Global Perspectives in Healthcare,HCM305,Students analyze emergency and natural disasters worldwide from a healthcare perspective.  They assess the impact of diseases on global populations and preventative efforts taken to prevent their spread. Students also analyze key factors related to global healthcare issues. This course is currently available for direct assessment programs only.,Undergraduate,3,2018-07-02,1,0,HCM
Bkuv7n9bQ,Foundations of U.S. Healthcare,HCM315,"Students explain the interrelationships between the different components of delivery of healthcare services. They explain the basic organizational structures, regulations, and major stakeholders of the U.S. healthcare system.  Students also analyze ethical and regulatory considerations in healthcare management. This course is currently available for direct assessment programs only.",Undergraduate,3,2018-07-02,1,0,HCM
EJr3syUKe,Healthcare Economics,HCM320,"Learn about the standard economic principles and tools that healthcare administrators need to utilize for effective decision making within the healthcare industry. Explores a framework for understanding government policies, legislation, pricing, profitability, market supply and demand, and risk issues within the healthcare economic system.",Undergraduate,3,2021-07-30,1,1,HCM
4yS2sy8Ye,Healthcare Marketing,HCM325,"This course explores key marketing concepts that the healthcare leader needs to understand to plan and implement an effective marketing strategy. The concepts explored include the marketing process, needs assessment, developing marketing campaigns and evaluating efficacy of marketing efforts.",Undergraduate,3,2022-01-03,1,0,HCM
4y49syUYx,Healthcare Delivery Systems,HCM340,"This course provides an overview of the nature, organization, and function of the continuum of health services found in the United States. Emphasis is placed on the interrelation of cultural, economic, political and social aspects of health care delivery at the federal, state and local level. Topics include health care costs, accessibility of services, governmental influence on health care delivery, private industry role in health care, services for the medically indigent and elderly, ethical issues regarding transplants, reproductive technology, end of life decisions and funding.",Undergraduate,3,2021-07-30,1,1,HCM
H1qIMP5Fm,Project Management in Healthcare,HCM341,"In this course, students will learn to plan and execute communication projects that meet the needs of stakeholders. Students will learn how to strategize their communications to align with the values of healthcare organizations. Practical application of project management skills will be practiced alongside crafting messages to meet the needs of identified audiences. This course is currently available for direct assessment programs only.",Undergraduate,3,2018-09-27,1,0,HCM
41rqo1Itx,Healthcare Reimbursement,HCM345,"This course explores some of the major issues facing the healthcare industry and the effect that public policy and business environment has on a healthcare organization.  Emphasis is on supply and demand theory, reimbursement systems, managed care, charge-master management, Case-mix management, DRG prospective payment, insurance, Medicare, Medicaid, governmental regulations, accessibility, eligibility, budgeting, and planning.  Students learn to use informational and research tools to make effective management decisions.",Undergraduate,3,2021-07-30,1,1,HCM
NJI2jJ8Fx,Healthcare Finance,HCM400,"This course provides an overview of the two main areas of Healthcare Finance, accounting and financial management. Topics explore include the healthcare financial environment, financial accounting principles, managerial accounting principles, financial management, long-term financing and capital investments.",Undergraduate,3,2022-01-03,1,0,HCM
NyLhsyUKx,Healthcare Strategic Management and Policy,HCM415,"This course examines the complex and intricate nature of the U.S. healthcare system and its implication for healthcare organizations and the populations served. Topics include the organization of healthcare, access to care and disparities, quality of care, funding, healthcare reform and impact for strategic planning for healthcare organizations.",Undergraduate,3,2022-01-03,1,0,HCM
Nywhok8Kg,Healthcare Research and Evaluation Methodologies,HCM440,"Students in this course will develop the knowledge and skills to apply assessment instruments, data collection, research designs, and statistical analysis for needs assessment and program planning. Additionally students will explore contextual issues surrounding evaluation, evaluation designs and methodological issues pertinent to programmatic evaluation.",Undergraduate,3,2022-01-03,1,0,HCM
4yr0skLYx,Healthcare Administration Capstone,HCM490,"The capstone course is the culminating experience for the Bachelor of Science in Healthcare Administration. The capstone course provides students with the opportunity to integrate and synthesize the knowledge, skills and attitudes acquired throughout their course work in an original comprehensive project, and to assess their level of mastery of the stated program outcomes of their degree program in Healthcare Administration.",Undergraduate,3,2021-01-03,1,0,HCM
EJOAj1UYe,Health Sciences Capstone,HCM491,"The capstone course is the culminating experience for the Bachelor of Science in Health Sciences. The capstone course provides students with the opportunity to integrate and synthesize the knowledge, skills and attitudes acquired throughout their course work and apply them in a comprehensive project within their clinical specialty, and to assess their level of mastery of the stated program outcomes of their degree program in Health Sciences.",Undergraduate,3,2022-01-03,1,0,HCM
NJuCjyIFe,Healthcare Reimbursement Systems and Finance,HCM615,"Explore financial management and healthcare reimbursement systems in the United States. Students focus on the practical application of financial concepts and skills in healthcare settings including third‐party payers, Medicare/Medicaid payments, managing working capital, resource allocation, and the impact of health reform.",Graduate,3,2015-07-06,1,0,HCM
VJYRj1Ltx,Healthcare Information Management,HCM620,"This course provides students with a comprehensive overview of the management and technical issues surrounding healthcare information systems today. Information systems are complex and increasingly instrumental in supporting quality patient care and in pursuing cost-saving efficiencies in healthcare settings. The course explores how healthcare information technology is transforming the healthcare delivery system. Significant topics in this field include: patient-centered technologies, privacy laws, electronic medical records, measuring outcomes, and evidence-based practice.",Graduate,3,2015-07-06,1,0,HCM
NktAj1UYg,Healthcare Quality,HCM630,"Healthcare quality is one of the important drivers of reform in the U.S. healthcare system. This course introduces students to the foundational principles and techniques of quality management. The course explains the central components and importance of quality, and the tools and techniques to continuously measure, assess, improve and transform the healthcare system. Key topics in quality management include: regulatory mandates and accreditation standards, performance measurement and improvement, methods for redesign of healthcare processes, patient safety and strategies to reduce healthcare errors, and the role of information management systems and technology in healthcare.",Graduate,3,2015-07-06,1,0,HCM
NkEhjkLtl,Healthcare Administration Capstone,HCM700,"This capstone course will integrate previous coursework and practical experience with a focus on authentic demonstration of competencies outlined by the program. Rather than introducing new concepts, students will synthesize and integrate prior learning to design, develop, and execute a capstone as a culmination of their studies. The course will be structured to support student success in fulfilling program requirements and developing a well-thought-out, comprehensive project.",Graduate,3,2014-08-19,1,0,HCM
4y9Ci1IYe,Philosophy and History of Higher Education,HEA510,"Candidates seeking to become degreed higher education administrators must first understand the historical, philosophical, and social influences that have built America's concept of higher education and articulate their own personal philosophy of higher education. Emphasis will be placed on the reciprocal relationship between higher education models and their socio-historical contexts.",Graduate,3,2014-06-01,1,0,HEA
Vk9RskLtg,Contemporary Issues in Higher Education,HEA520,"Through the use of contextualized cases representative of the technological, demographic, and intellectual shifts that have influenced higher education's evolving role in the twenty-first century, candidates will examine the issues facing higher education today and link their judgments to historical foundations. Candidates will create alignments between current issues in higher education and how they influence the twenty-first-century student.",Graduate,3,2014-06-01,1,0,HEA
V1j0i18Fg,Data-Driven Decision-Making in Higher Education,HEA530,"This course will further candidates' ability to methodically apply empirically based, data-centric approaches to inform institutional decision making across multiple university sectors. Through contextualized, authentic experiences, candidates will analyze, evaluate, and assess programs using contemporary technologies and develop evidence-based approaches to meet desired outcomes. Candidates will be required to justify the empirically based process by which they reached their programmatic decisions. Specific modes of inquiry driving this course will be strongly represented in subsequent course work. ",Graduate,3,2014-06-01,1,0,HEA
4yo0s18Fx,Program Evaluation,HEA540,"This course will explore the theories and processes of higher education program evaluation. Candidates will - within the context of a university’s mission, strategic goals, and objectives - learn necessary skills to methodically evaluate higher education programs. Candidates will analyze given sets of case-based data and offer evidence and research based justifications for programmatic changes. Project management concepts and tools will be applied throughout the course.",Graduate,3,2014-06-01,1,0,HEA
4JnCjk8tl,Higher Education Law and Regulation,HEA550,"With an examination of the key laws, policies, and concepts specific to higher education in the United States, candidates will gain a sense of higher education law's complexity and how law has assumed a greater role in establishing patterns, modes of conduct, and equitable procedures in an attempt to assure the rights and responsibilities of administrators, faculty members, staff, and students in the institutional context. ",Graduate,3,2014-06-01,1,0,HEA
VJp0sJItx,Educational Policy Making,HEA560,"Higher education and its administrators are increasingly influenced by federal and state policies. Candidates will employ current higher education regulations to develop policies that further an institution's mission. Candidates will examine the policy making process by analyzing national industry organizations and research, data sources, and trends that affect existing legislation.",Graduate,3,2014-06-01,1,0,HEA
4yhRikItx,Enrollment Management and Marketing,HEA610,"This course will address the data-centric enrollment management process within higher education, including how to attract, admit, and retain students. Candidates will examine the tools for effective admissions marketing, predicting admissions yields, and assessing how financial aid influences enrollment behavior. Candidates will gain the evidence-based skills necessary to understand the tactics for successful onboarding and continued retention of students, as well as the structures and approaches aimed at improving student achievement and persistence.",Graduate,3,2014-06-01,1,0,HEA
Ny60skLYl,Budget and Financial Management in Higher Education,HEA620,"This course will require candidates to empirically make sense of quantitative data sets related to financial management of an institution. Candidates will manipulate tuition and fee revenue models and make justifiable, quantitatively-based budgetary decisions regarding how those decisions map onto given institution's strategic initiatives and mission. Through the use of fiscal management models, candidates will how account for how government appropriations, financial aid regulations, large grants, and investment income influence these decisions. ",Graduate,3,2014-06-01,1,0,HEA
EkCRj18Yl,Leading Change in Higher Education,HEA630,"This course explores the responsibility of innovative - and accountable - change agents who must manage institutional responses to major external or internal forces. Candidates will consider how to apply empirical data and quality improvement principles to planning.  Candidates will demonstrate how strategic approaches may be applied to successful navigation of individual, collaborative, and organizational structures.  Through the examination of effective communication strategies, consensus building, and negotiation candidates will focus on creative problem solving through innovative approaches and models related to the administration of institutions of higher education in the 21st century.",Graduate,3,2014-06-01,1,0,HEA
4JACjyItx,Critical Issues in Student Affairs,HEA640,"This course explores student development theories and court decisions related to student-institution relationship, privacy, ethics, and civil rights as they relate to critical issues addressed by the department of student affairs. Candidates will develop a program related to student affairs to address an institutions underrepresented need. ",Graduate,3,2014-06-01,1,0,HEA
EJkk3yIte,Community College Administration,HEA660,"This course traces the evolution of community colleges in the United States, their organizational structures, and how those structures function to meet the needs of traditional and non-traditional students. Candidates will examine community college goals, policies, instructional and student service programs, and how community colleges influence the broader context of higher education. Attention will be given to community college learning goals and how administrators obtain and utilize community and financial resources to meet the desired outcomes. ",Graduate,3,2021-07-01,1,0,HEA
4kkkh1IYe,Capstone in Higher Education,HEA690,"This capstone course is the culminating experience for the M.S. in Higher Education Administration program. The aim of the capstone is to assess students' ability to synthesize and integrate the knowledge and skills they have developed throughout their coursework, rather than introducing new concepts. This course is structured to support student success in fulfilling program requirements.",Graduate,3,2015-10-05,1,0,HEA
4kg72JIFe,Introduction to Health Information Technology,HIM200,"This course describes the use of information technology and the role of HIT professionals in the development of the electronic health record. It introduces the health information infrastructure and systems along with healthcare informatics, including applications, technology, privacy, and security.",Undergraduate,3,2014-07-01,1,0,HIM
EkxW21UKg,Coding & Classification Systems,HIM215,"The purpose of this course is to provide students with the basic ability to identify nomenclatures and classification systems as well as assign codes using the appropriate principles, guidelines, and conventions and apply ICD-10-CM, CPT and HCPCS rules and guidelines.
",Undergraduate,3,2020-07-15,1,0,HIM
Vk--nkIFx,Healthcare Data Management,HIM220,"This course examines the design and the use of medical databases. Students will learn how to implement business rules and data modeling to develop medical information management systems. The course further explores database applications for decision support including evidence-based practice, alerts, allergy management, and identification of gaps in care. Students will design databases and systems that reflect privacy and security requirements of HIPAA and HITECH Act.",Undergraduate,3,2016-10-30,1,0,HIM
Ey-Q2JIKe,Communication and Technologies,HIM350,"The Communication and Technologies course will review and evaluate an assortment of technologies including: data, information, and file structures (data administration, data definitions, data dictionary, data modeling, data structures, data warehousing, database management systems), system interoperability, data sharing, Health Information Exchanges (HIE), and the Nation-wide Health Information Infrastructure (NHIN).",Undergraduate,3,2017-01-09,1,0,HIM
E1W7nJIFg,Coding and Classifications Systems II,HIM360,"In this course, students will learn to manage health data elements, data sets (i.e., HEDIS, UHDDS, OASIS), and databases as well as perform a data quality assessment and integrity review. Health information archival and retrieval systems, as well as data capture tools and technologies (i.e., forms, data input screens, templates, other health record documentation tools), will be analyzed. Students will review healthcare taxonomies, clinical vocabularies nomenclatures (e.g., ICD‐9‐CM, ICD‐10‐CM/PCS, CPT, SNOMED, DSMIV). Topics will include severity of illness systems, data integrity, coding audits, CCI, electronic billing, patient identity management policies, and X12N. Additionally, the course will review charge master management, revenue cycles, and audit processes (e.g., compliance and reimbursement).",Undergraduate,3,2019-07-29,1,0,HIM
Eyne7RrvZ,Communication and Technologies II,HIM400,"This course builds upon knowledge gained in HIM-350, including an evaluation of project management fundamentals, database structures, data extraction methods, data mining, data analysis, system acquisition, data sharing and regulatory forces that impact health information technologies.",Undergraduate,3,2017-01-09,1,0,HIM
Vy7QhJ8Fe,Ethical and Legal Considerations in Health Information Management,HIM422,"Students in this course will examine ethics and the fundamentals of law as they pertain to health information management professionals. Students will practice developing organization-wide ethical guidelines, policies, and procedures which comply with current healthcare law and best practices. Students will learn about the U.S. legal system, civil procedure, evidence, and tort law. Students will analyze the legal health record (maintenance, content, documentation, & disposition). Students will review corporations, contracts, business associate agreements, anti-trust legal issues, medical staff, and work place law. Other areas covered include: consent to treat, HIPAA privacy rule, HIPAA security rule, security threats and controls, risk management, access, use, & disclosure/release of health information, corporate compliance, required reporting, and mandatory disclosure laws.",Undergraduate,3,2015-07-01,1,0,HIM
V1z731Ltg,Healthcare IT Infrastructure and Network Management,HIM425,"In this course, students learn about the primary infrastructure components of the modern healthcare information systems including hardware, software, and storage systems relevant to maintaining the healthcare network. Students will learn about planning, maintaining and auditing data communications and networks in an organization. Students engage in assignments focused on long and short-term planning, operations, maintenance and forecasting.",Undergraduate,3,2015-11-01,1,0,HIM
NJXG70BPb,Management of Health Information Services,HIM440,"Evaluate information management planning, strategic planning, process re-engineering and work redesign, change management, and accreditation survey readiness.",Undergraduate,3,2017-03-13,1,0,HIM
V1z7hJUte,Professional Practical Experience,HIM445,"The Professional Practical Experience course provides hands-on experiences for the Bachelor of Science students in Health Information Management. The Professional Practice Experience (PPE) is designed to provide students with a directed preceptor experience, which is externally supervised and evaluated. The PPE provides students with the opportunity to refine developed competencies and skills sets that were introduced in the Health Information Management courses. This course requires a minimum of 40 practical experience hours.",Undergraduate,3,2021-07-01,1,0,HIM
4yx7hJLKx,Health Information Management Capstone,HIM480,"The capstone course is the culminating experience for the Bachelor of Science in Health Information Management or the Bachelor of Science in Health Information Management - Professional Practice Concentration.  This course builds on the concepts of all courses students have taken within the program of study. The capstone course provides students with the opportunity to integrate and synthesize the knowledge and skills acquired throughout their course work in an original comprehensive project, and to assess their level of mastery of the stated outcomes of their degree program in Bachelor of Science in Health Information Management or the Bachelor of Science in Health Information Management - Professional Practice Concentration.",Undergraduate,3,2017-05-15,1,0,HIM
Eye-3kIKx,Healthcare Informatics,HIM500,"Students will learn the history and current state of healthcare and how the industry uses information systems. Throughout the course students will discuss types of information systems, such as the electronic medical record (EMR), laboratory and radiology systems and more. Students will also study trends in new practices, such as telemedicine and home healthcare, and how they function in various healthcare settings. Finally, students will explore how these and other industry trends, with the use of technology, can improve patient care.",Graduate,3,2011-06-01,1,0,HIM
E1mBypzNb,HIM Applications and Systems,HIM510,"Topics related to health information management, including revenue management, coding and compliance, developing professional identity, terminology and classification systems, Health Insurance Portability and Accountability Act of 1996 (HIPAA), and current trends are explored. Students tour a medical facility either virtually or in person.",Graduate,3,2020-07-15,1,0,HIM
N1DSkpGEb,Leading as a HIM Professional,HIM520,"This course explores leadership roles, change management, and key topics in the health information management industry through an overview of leadership in organizations, human resource (HR) management, training and development, ethics, process improvements, work design, and developing and revising policies. Students examine ethical concepts and learn first-hand what the role of a health information management professional entails.",Graduate,3,2016-07-30,1,0,HIM
4kiHyTf4Z,Information Protection & Security in HIM,HIM530,"Building on the HIPAA foundation established in HIM-510, students learn how to create and revise working policies and regulations within organizations based on existing laws, and how to adapt infrastructures to support these policy changes. Students explore access of medical records and how to discern when access should be prohibited based on the policies in place.",Graduate,3,2020-05-06,1,0,HIM
NkAHkaMV-,Health Information Governance,HIM540,"Explore compliance for HIM professionals, regulatory requirements, and the relationship of coding and compliance, to develop an understanding of data governance pertaining to the significance of data integration, interoperability, and shared data. Learn how to assess the accuracy and standardization of data governance by reviewing various sections within the charts and their authorizations.",Graduate,3,2016-08-14,1,0,HIM
E1MLkpGV-,Data Management and Data Quality,HIM550,"Explore meaningful use of data and the management of patient-centered health information systems. Review data management policies, evaluate data from varying sources to create meaningful presentations/reports, design patient-centered health information systems, and manage virtual network communications. Learn how to collect data, evaluate it, and turn it into valuable information to present to various audiences.",Graduate,3,2020-07-15,1,0,HIM
Hy-N7LCDe,HIM Informatics and Technology Infrastructure,HIM560,Explore the technologies that support health information systems by examining different patient medical records and the various uses and steps in developing medical records. Create models of portals from a database-perspective.,Graduate,3,2016-10-30,1,0,HIM
BJiJ88Cwe,Managing Compliance,HIM600,"Review the laws and regulations that are applicable to health information management professionals in regards to compliance, medical documentation, fraud, abuse, and penalties for documentation and coding violations based on governmental guidelines. Learn principles of medical auditing, medical record auditing skills, chart abstraction and perform a coding risk analysis.",Graduate,3,2020-05-06,1,0,HIM
EkJPyaMVW,HIM Strategic Planning and Financial Management,HIM660,"Explore the healthcare revenue cycle and financial principles relevant to strategic planning for the healthcare organization, including analytics, reimbursement models, forecasting the revenue cycle and methods of fraud detection.",Graduate,3,2017-01-23,1,0,HIM
N1Vv1pMEb,Research Methods and Evaluation,HIM675,"Employ research methodologies, systematic processes for data collection to ensure data integrity, and data analysis to establish a framework for drafting the capstone project.",Graduate,3,2017-04-10,1,0,HIM
NkZt6RHwW,Advanced Topics in HIM I,HIM680,"Apply and expand on topics covered in previous courses in the MS Health Information Management program, including advanced classification systems, data governance, data management, and health information technologies such as data analytics and decision support. Apply theories learned in consumer informatics, and information integrity, contingency planning, as well as vendor management and enterprise information management.",Graduate,3,2017-04-10,1,0,HIM
E14tTAHD-,Advanced Topics in HIM II,HIM685,"Apply and expand on topics covered in previous courses in the MS Health Information Management program, including strategic planning, and leadership roles in HIM. Apply theories learned in change management, work design, and project management.",Graduate,3,2017-06-26,1,0,HIM
NkVd16GV-,Health Information Management Capstone,HIM690,"Integrate previous coursework and practical experience with a focus on authentic demonstration of competencies outlined by the program by synthesizing and integrating prior learning to design, develop, and execute a capstone project as a culmination of the M.S. Health Information Management program. Develop a well-thought-out, comprehensive project that applies knowledge in a complex and operationally-charged business environment.",Graduate,3,2017-06-26,1,0,HIM
EJIB1eItx,Perspectives in History,HIS100,"More than just dates, names, and places, history is the study of the human condition. It seeks to understand human behavior through the thoughtful examination of different types of historical sources. The study of history is a living subject, always changing as new discoveries and interpretations are presented. This course examines the process of investigating and writing about history through analysis of sources and the presentation of this analysis as an argument. Through this exploration of historical investigation, students will develop a holistic perspective on the contemporary relevance of history and their responsibility to participate and engage in such discourse.",Undergraduate,3,2021-07-30,1,0,HIS
VJScjr5Yx,Exploring the Past,HIS101,"A skills-oriented introduction to the study of history for majors and non-majors alike.  Through the study of a key historical episodes or events, students will develop foundational historical skills:  reading, writing, analysis, creative and critical thinking, and problem solving.  Students will learn how to handle both primary and secondary historical sources, to evaluate historical evidence, and to analyze historical arguments. ",Undergraduate,3,2018-03-29,0,1,HIS
V1GJpkLYg,Western Civilization to 1500,HIS109,"This course offers an overview of the major developments in Western history, from antiquity to the discovery of the New World.  Students will examine the ancient world, Greece, Rome, the European medieval period and the Italian Renaissance. Required for majors in history and social studies education with a concentration in history. Writing Intensive Course.",Undergraduate,3,2016-06-01,0,1,HIS
4kfk61IKg,Western Civilization Since 1500,HIS110,This course traces the growth of Western history from the 16th century and the rise of the nation-state through the modern era. The ideologies and political developments that shaped modern Europe receive careful study. Required for majors in history and social studies education with a concentration in history.  Writing Intensive Course.,Undergraduate,3,2016-06-01,0,1,HIS
VybWpJIKx,United States History I: 1607-1865,HIS113,The first half of the United States history survey courses covers the period from the founding of Jamestown to the end of the Civil War. The development of regionalism and its effect on the coming of the Civil War provides the framework for the investigation. Required for majors in history and social studies education with a concentration in history.,Undergraduate,3,1997-07-01,1,1,HIS
VJzZ6yIKx,United States History II: 1865-Present,HIS114,"The second half of the United States history survey course covers the period following the Civil War.  The economic, political and ideological developments that allowed the United States to attain a position of the world leadership are closely examined. Required for majors in History and Social Studies Education with a concentration in History.",Undergraduate,3,2018-12-14,1,1,HIS
NyqyAkItg,World Civilizations: Prehistory-1500,HIS117,"An introductory survey of the world's major civilizations from prehistory to 1500. Key societies will be examined from political, socio-economic, and cultural-intellectual perspectives.",Undergraduate,3,2018-12-14,1,1,HIS
Nkqy01Ute,World Civilizations: 1500 - Present,HIS118,"An introductory survey of major civilizations from 1500 to the present, with particular emphasis on interactions and conflicts between Western and non-Western parts of the world. Key societies will be examined from political, socio-economic, and cultural-intellectual perspectives.",Undergraduate,3,2018-12-14,1,1,HIS
4yPBkxIYx,Applied History,HIS200,"The application of history in our daily lives is not always apparent. However, studying the past is imperative for informing our understanding of society today. Armed with this informed understanding, we are transformed into effective citizens and public agents. In this course, students will explore how history has shaped the role of the citizen in America. Ultimately, historical perspectives will be utilized to understand a topic relevant to American society today.",Undergraduate,3,2021-07-30,1,0,HIS
4kb7pyUYe,Modern European History: 1890-Present,HIS220,This course investigates the trajectory of European hegemony in the 20th century. Special attention is devoted to the effects of the two major conflicts that were fought on European soil.,Undergraduate,3,2017-05-15,1,1,HIS
